date,num_httpsrr
2023-11-26,256027
2023-11-27,256439
2023-11-28,255831
2023-11-29,256047
2023-11-30,256342
2023-12-01,256567
2023-12-02,256877
2023-12-03,257042
2023-12-04,257200
2023-12-05,257650
2023-12-06,258083
2023-12-07,258527
2023-12-08,257579
2023-12-09,259907
2023-12-10,265439
2023-12-11,265510
2023-12-12,265167
2023-12-13,265048
2023-12-14,265338
2023-12-15,266034
2023-12-16,265815
2023-12-17,261254
2023-12-18,259556
2023-12-19,259755
2023-12-20,259890
2023-12-21,259647
2023-12-22,258731
2023-12-23,258990
2023-12-24,259304
2023-12-25,259515
2023-12-26,259740
2023-12-27,260049
2023-12-28,260510
2023-12-29,260899
2023-12-30,261392
2023-12-31,261835
2024-01-01,262156
2024-01-02,262855
2024-01-03,264304
2024-01-04,264304
2024-01-05,264723
2024-01-06,265718
2024-01-07,270677
2024-01-08,270992
2024-01-09,270859
2024-01-10,269623
2024-01-11,269688
2024-01-12,269198
2024-01-13,268291
2024-01-14,264505
2024-01-15,264296
2024-01-16,264683
2024-01-17,265258
2024-01-18,265245
2024-01-19,265008
2024-01-20,265193
2024-01-21,265643
2024-01-22,261086
2024-01-23,261755
2024-01-24,262287
2024-01-25,262895
2024-01-26,263430
2024-01-27,249688
2024-01-28,250241
2024-01-29,250749
2024-01-30,251052
2024-01-31,251456
2024-02-01,251454
2024-02-02,251350
2024-02-03,250979
2024-02-04,254306
2024-02-05,254161
2024-02-06,253640
2024-02-07,253233
2024-02-08,253144
2024-02-09,253234
2024-02-10,253127
2024-02-11,252742
2024-02-12,253276
2024-02-13,252881
2024-02-14,253027
2024-02-15,253194
2024-02-16,252946
2024-02-17,252957
2024-02-18,248882
2024-02-19,249259
2024-02-20,249283
2024-02-21,249521
2024-02-22,249506
2024-02-23,250051
2024-02-24,250302
2024-02-25,251651
2024-02-26,251423
2024-02-27,252664
2024-02-28,254219
2024-02-29,254626
2024-03-01,254433
2024-03-02,255582
2024-03-03,256657
2024-03-04,257979
2024-03-05,257140
2024-03-06,257140
2024-03-07,259412
2024-03-08,260375
2024-03-09,263214
2024-03-10,263894
2024-03-11,264097
2024-03-12,264472
2024-03-13,264181
2024-03-14,263770
2024-03-15,263537
2024-03-16,263064
2024-03-17,262734
2024-03-18,263145
2024-03-19,262759
2024-03-20,262487
2024-03-21,262467
2024-03-22,262483
2024-03-23,262942
2024-03-24,263718
2024-03-25,265875
2024-03-26,266244
2024-03-27,266406
2024-03-28,266814
2024-03-29,267726
2024-03-30,268855
2024-03-31,269356
2024-04-01,272163
2024-04-02,272999
2024-04-03,273042
2024-04-04,274767
2024-04-05,276481
2024-04-06,276021
2024-04-07,280382
2024-04-08,277537
2024-04-09,277607
2024-04-10,278564
2024-04-11,276305
2024-04-12,275094
2024-04-13,271889
2024-04-14,272198
2024-04-15,272468
2024-04-16,272468
2024-04-17,272468
2024-04-18,272468
2024-04-19,272468
2024-04-20,272468
2024-04-21,272468
2024-04-22,261707
2024-04-23,271465
2024-04-24,270832
2024-04-25,270725
2024-04-26,270914
2024-04-27,271119
2024-04-28,271152
2024-04-29,271017
2024-04-30,270591
2024-05-01,270623
2024-05-02,269895
2024-05-03,267947
2024-05-04,269575
2024-05-05,273702
2024-05-06,272906
2024-05-07,272290
2024-05-08,271669
2024-05-09,270908
2024-05-10,270337
2024-05-11,270265
2024-05-12,270358
2024-05-13,270296
2024-05-14,269476
2024-05-15,269357
2024-05-16,269232
2024-05-17,268955
2024-05-18,265435
2024-05-19,263175
2024-05-20,263221
2024-05-21,262655
2024-05-22,261525
2024-05-23,261273
2024-05-24,260727
2024-05-25,260602
2024-05-26,260023
2024-05-27,259752
2024-05-28,259740
2024-05-29,259605
2024-05-30,259657
2024-05-31,259639
2024-06-01,259384
2024-06-02,259100
2024-06-03,258978
2024-06-04,259135
2024-06-05,259042
2024-06-06,258335
2024-06-07,257110
2024-06-08,257248
2024-06-09,259644
2024-06-10,259683
2024-06-11,259043
2024-06-12,258720
2024-06-13,258668
2024-06-14,258686
2024-06-15,258557
2024-06-16,253769
2024-06-17,253622
2024-06-18,253361
2024-06-19,252689
2024-06-20,252108
2024-06-21,251425
2024-06-22,251313
2024-06-23,251086
2024-06-24,250955
2024-06-25,250916
2024-06-26,250909
2024-06-27,250882
2024-06-28,251037
2024-06-29,251024
2024-06-30,251244
2024-07-01,251312
2024-07-02,250570
2024-07-03,250284
2024-07-04,250017
2024-07-05,249521
2024-07-06,252190
2024-07-07,254844
2024-07-08,254296
2024-07-09,253724
2024-07-10,253652
2024-07-11,253958
2024-07-12,254132
2024-07-13,254055
2024-07-14,253218
2024-07-15,248286
2024-07-16,248248
2024-07-17,248064
2024-07-18,247786
2024-07-19,247429
2024-07-20,246602
2024-07-21,246548
2024-07-22,246573
2024-07-23,246825
2024-07-24,246805
2024-07-25,246735
2024-07-26,245786
2024-07-27,245522
2024-07-28,246111
2024-07-29,246576
2024-07-30,246608
2024-07-31,246625
2024-08-01,247518
2024-08-02,246765
2024-08-03,252233
2024-08-04,252303
2024-08-05,252307
2024-08-06,251791
2024-08-07,251579
2024-08-08,250975
2024-08-09,250640
2024-08-10,250502
2024-08-11,250701
2024-08-12,250965
2024-08-13,251030
2024-08-14,250955
2024-08-15,250542
2024-08-16,250316
2024-08-17,250387
2024-08-18,251348
2024-08-19,248783
2024-08-20,246591
2024-08-21,246988
2024-08-22,246879
2024-08-23,247184
2024-08-24,247272
2024-08-25,246961
2024-08-26,247524
2024-08-27,248138
2024-08-28,248428
2024-08-29,248452
2024-08-30,249063
2024-08-31,249451
2024-09-01,249578
2024-09-02,250161
2024-09-03,249975
2024-09-04,247993
2024-09-05,248018
2024-09-06,251225
2024-09-07,254089
2024-09-08,254088
2024-09-09,254059
2024-09-10,253657
2024-09-11,253623
2024-09-12,254911
2024-09-13,255447
2024-09-14,255642
2024-09-15,255870
2024-09-16,253310
2024-09-17,251232
2024-09-18,250510
2024-09-19,250373
2024-09-20,250122
2024-09-21,249917
2024-09-22,250174
2024-09-23,250009
2024-09-24,250210
2024-09-25,249647
2024-09-26,249436
2024-09-27,248580
2024-09-28,248102
2024-09-29,248748
2024-09-30,248791
